rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,chart_week,is_new_entry,rank_change,genre
37,spotify:track:4gaxEUZE4z9pJAVTSFwgQI,"14 Casper, Bon Nghiêm, buitruonglinh",một đời,DANDERLÉON,14,48,109,399744,2026-04-30,FALSE,11,Indie/Alternative
38,spotify:track:4CUvVaAYuXtvYURLFz7EIL,"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",Chuyện Đôi Ta (feat. Muộii),Yin Yang Media,3,34,230,392707,2026-04-30,FALSE,-4,Ballad
39,spotify:track:6IxPiUQI4Cd0mL0pBIOjAg,HIEUTHUHAI,Hết Yêu,M Music Records,39,-1,1,391235,2026-04-30,TRUE,NaN,R&B/Soul
40,spotify:track:6Zoi4ue74UdUeYmHXItXnf,"B Ray, V#",Vùng An Toàn,MIXUS,3,41,43,391164,2026-04-30,FALSE,1,Rap/Hip-hop
41,spotify:track:6epn3r7S14KUqlReYr77hA,"Justin Bieber, Ludacris",Baby,RBMG/Def Jam,27,27,3,382932,2026-04-30,FALSE,-14,Pop
42,spotify:track:6mKMGpkgP2cH5gmqILWe7b,Fishy,vết thương,LOOPS Music,15,39,50,372533,2026-04-30,FALSE,-3,Ballad
43,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,32,134,366869,2026-04-30,FALSE,-11,Pop
44,spotify:track:4nyoalDFgUaZOzIKqj3aS5,"Đặng Vĩnh Thịnh, BMZ, Nguyễn Trung Đức",Ngàn Năm Ánh Sáng,BMZ JSC,5,46,38,356306,2026-04-30,FALSE,2,Ballad
45,spotify:track:27Z9T0mSWHYWSj9SNOGvyt,"JustaTee, Phương Ly",Thằng Điên,NGUYEN THANH TUAN,2,44,195,352911,2026-04-30,FALSE,-1,R&B/Soul
46,spotify:track:0fGJiHH6xSUJU1MAVjxq5m,"Karik, GDucky",Bạn Đời,WM Vietnam,5,57,135,352490,2026-04-30,FALSE,11,Rap/Hip-hop
47,spotify:track:1DVYafsLmcQySKkJnY4RCs,"MAYDAYs, Minh Tốc & Lam",Phép Màu - Đàn Cá Gỗ Original Soundtrack,Universal Music Indochina Distributed Labels,2,51,61,352423,2026-04-30,FALSE,4,Khác
48,spotify:track:3J3nv18iIrOhca1ZWNeuyW,JustaTee,Đã Lỡ Yêu Em Nhiều,NGUYEN THANH TUAN,36,42,169,350738,2026-04-30,FALSE,-6,Ballad
49,spotify:track:4wD6v7xAl1Hhfl2rli4q0n,"HIEUTHUHAI, Hustlang Robber",Vacheron Louie V,M Music Records,49,-1,1,348695,2026-04-30,TRUE,NaN,Rap/Hip-hop
50,spotify:track:5WkuMbkHX7yR7nnBKCn7tV,RIO,vạn vật như muốn ta bên nhau,DAO Entertainment,6,45,55,347445,2026-04-30,FALSE,-5,Indie/Alternative
51,spotify:track:3x7Hh3zsE1wcXCU2G8l5tP,SOOBIN,DANCING IN THE DARK,SS LABEL,3,43,59,341439,2026-04-30,FALSE,-8,EDM/Dance
52,spotify:track:4UC3NBjtqbYcqPqRq1s57D,Lyly,24h,WM Vietnam,47,47,50,335347,2026-04-30,FALSE,-5,Ballad
53,spotify:track:5rSAUmbOg4giDrM29vUyHe,Sơn Tùng M-TP,Nơi Này Có Anh,Umusic Vietnam Co. Ltd. Distributed Labels,5,66,360,334688,2026-04-30,FALSE,13,Pop
54,spotify:track:6Hs2xIgB8nzyGFDvVA8lFa,"Madihu, Low G",Có Em,NGUYEN CHI PHONG,4,49,210,333266,2026-04-30,FALSE,-5,Rap/Hip-hop
55,spotify:track:2pm7K14nHj2fLrpU8j9bit,PC,10 Ngàn Năm,12 trái lê,27,65,203,332700,2026-04-30,FALSE,10,Rap/Hip-hop
56,spotify:track:6VXVYATpQXEIoZ97NnWCmn,"Madihu, Vũ.",Vì Anh Đâu Có Biết,WM Vietnam,2,62,195,329050,2026-04-30,FALSE,6,Ballad
57,spotify:track:3VkV6L37ub0rtuYQoawAqz,Lil Zpoet,Tình Mình Lạ Kì,LiL Z Poet,45,58,13,324671,2026-04-30,FALSE,1,Ballad
58,spotify:track:4MCP9l0QB9YN2LCkIy8mz4,Obito,Dạo Này,12 trái lê,8,60,18,324611,2026-04-30,FALSE,2,Rap/Hip-hop
59,spotify:track:6ag0c7tBr3PIqPb00C2rK4,"VCT, Negav, Jey B, Ngô Kiến Huy",NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN - KHÔNG ĐAU NỮA RỒI,VIE NETWORK CORPORATION / ADA,45,68,9,316342,2026-04-30,FALSE,9,Rap/Hip-hop
60,spotify:track:7mblTCdc14ylJ1JW71MODb,buitruonglinh,Giờ Thì,LOOPS Music,11,69,72,315511,2026-04-30,FALSE,9,Indie/Alternative
61,spotify:track:25h0TqC9H3BcMA7KjK5nHK,"GREY D, tlinh",vaicaunoicokhiennguoithaydoi,Umusic Vietnam Co. Ltd. Distributed Labels,2,50,202,314953,2026-04-30,FALSE,-11,R&B/Soul
62,spotify:track:3ET3xHCLMGd57u06A9RjJ0,Ronboogz,Nói Dối,MaiDao Music,3,59,130,313041,2026-04-30,FALSE,-3,Indie/Alternative
63,spotify:track:0e6fZkLArSmDIHnZcIua7t,"Vũ., Low G",Không Yêu Em Thì Yêu Ai?,WM Vietnam,19,70,83,311818,2026-04-30,FALSE,7,Indie/Alternative
64,spotify:track:1r9gNSD1WUFscqTSA2Rcet,MAYDAYs,Hẹn Lần Sau,Universal Music Indochina Distributed Labels,13,54,19,308331,2026-04-30,FALSE,-10,Indie/Alternative
65,spotify:track:3vSmjbKFByNM6l31NmFlmB,"GREY D, MIN",đôi mắt kẻ tình si,Umusic Vietnam Co. Ltd. Distributed Labels,12,33,5,307802,2026-04-30,FALSE,-32,R&B/Soul
66,spotify:track:2Pwou3Q2Cf59RxdX2V6MgV,Shiki,Có Đôi Điều,12 trái lê,10,52,70,307759,2026-04-30,FALSE,-14,Rap/Hip-hop
67,spotify:track:1mtmvJjTchdqDCoJbFv1Op,"OgeNus, Dangrangto",Tuyển Bạn Gái,Universal Music Indochina Distributed Labels,40,40,3,304387,2026-04-30,FALSE,-27,Rap/Hip-hop
68,spotify:track:5BTzf3doGTigDIYUFtbkI9,"Emcee L (Da LAB), Da LAB, Badbies",Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Yin Yang Media,5,63,279,303888,2026-04-30,FALSE,-5,Ballad
69,spotify:track:0s7RyyUlQfd8mnnboHe18n,"MANBO, HIEUTHUHAI, HURRYKNG",Hẹn Gặp Em Dưới Ánh Trăng,Gerdnang,20,78,111,299284,2026-04-30,FALSE,9,Rap/Hip-hop
70,spotify:track:58ZlEBxBrzISXtmcOPo476,SOOBIN,giá như,SS LABEL,13,67,107,297523,2026-04-30,FALSE,-3,Ballad
71,spotify:track:1MiJk3dXC5jzhvLFP0dUM7,Da LAB,Thức Giấc,Yin Yang Media,1,55,251,292844,2026-04-30,FALSE,-16,Pop
72,spotify:track:2dPJtlvoa3GDowCh035M8P,Vũ.,Nếu Những Tiếc Nuối,WM Vietnam,33,64,54,290012,2026-04-30,FALSE,-8,Indie/Alternative
73,spotify:track:5SzJs9cwYXdSm9G3xcXuA2,Phùng Khánh Linh,Hôm Nay Tôi Buồn,BLACK SWAN LABEL LLC.,13,61,157,289355,2026-04-30,FALSE,-12,Ballad
74,spotify:track:226ljdOTLM2clGpm4mZvAm,Dangrangto,Love is,MaiDao Music,10,104,79,285626,2026-04-30,FALSE,30,Indie/Alternative
75,spotify:track:2uZmeuNAxSm7XfVIwLkhCx,Ronboogz,nhắn nhủ,MaiDao Music,14,79,124,283219,2026-04-30,FALSE,4,Indie/Alternative
76,spotify:track:3A9A7mfVDVm3rrS9SMGhg5,Kha,Hư không,MaiDao Music,22,87,120,282588,2026-04-30,FALSE,11,Ballad
77,spotify:track:1xoadYaxtOp9gHDwgmPDuz,"JSOL, Hoàng Duyên",Sài Gòn Hôm Nay Mưa,Universal Music Indochina,3,89,257,278769,2026-04-30,FALSE,12,Ballad
78,spotify:track:36fgG6NiEuQXznNgf5y2Ck,"T.R.I, Dangrangto, DONAL",một bài hát không vui mấy - Extended Version,Umusic Vietnam Co. Ltd. Distributed Labels,26,90,69,278584,2026-04-30,FALSE,12,Ballad
79,spotify:track:39KWnPNEvbXt423CzjvBfA,SOOBIN,Anh Đã Quen Với Cô Đơn,WM Vietnam,40,74,76,278505,2026-04-30,FALSE,-5,Ballad
80,spotify:track:2UvqD395dhlJWO0SxHJ89n,"HIEUTHUHAI, HURRYKNG",Đáng Lý Anh Nên Yêu Em Hơn,M Music Records,80,-1,1,275986,2026-04-30,TRUE,NaN,Rap/Hip-hop
81,spotify:track:5XfGQZA0ioQAWUjlyJRcHc,"Shiki, Obito",1000 Ánh Mắt,12 trái lê,8,82,96,275905,2026-04-30,FALSE,1,Rap/Hip-hop
82,spotify:track:1o6cYDMHvKOfizi4d9Lqxr,W/N,id 072019,Universal Music Indochina Distributed Labels,3,98,144,268988,2026-04-30,FALSE,16,Pop
83,spotify:track:54PbBpquVfhfrwRwvjSXbI,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,71,72,283,266806,2026-04-30,FALSE,-11,R&B/Soul
84,spotify:track:2ZBi1KpCR0grEWRNgySqwg,Hngle,Buông,Sony Music Entertainment,17,56,11,265612,2026-04-30,FALSE,-28,Ballad
85,spotify:track:3CmacJj7VC4W6daC8BWd0h,Dương Domic,Mất Kết Nối,DAO Entertainment,2,76,75,261773,2026-04-30,FALSE,-9,R&B/Soul
86,spotify:track:1FUdEz4fX1DxPcVAARlu6A,GREY D,yêu em như…,Umusic Vietnam Co. Ltd. Distributed Labels,13,38,5,261693,2026-04-30,FALSE,-48,R&B/Soul
87,spotify:track:6OWWZtNQORY1McaZmOrwhc,CORTIS,GO!,Republic Records – CORTIS,87,135,23,261482,2026-04-30,FALSE,48,Pop
88,spotify:track:0aPZbnkMoWJaJ5CNVLCj8S,Justin Bieber,That Should Be Me,RBMG/Def Jam,53,53,3,259069,2026-04-30,FALSE,-35,Ballad
89,spotify:track:6Q2oEdOhRjZ1DTv2a7j0lN,"PC, Dick, tofutns",Ghé Qua,12 trái lê,61,81,293,258924,2026-04-30,FALSE,-8,Rap/Hip-hop
90,spotify:track:4ecdsGz3Hg6TKPwQ0ZOdJz,CORTIS,FaSHioN,Republic Records – CORTIS,90,138,21,258403,2026-04-30,FALSE,48,Pop
91,spotify:track:1hPbWyZnUPaeAWbOSKwkXJ,Quang Đăng Trần,Anh Đã Không Biết Cách Yêu Em,338ENT,9,73,39,257240,2026-04-30,FALSE,-18,Ballad
92,spotify:track:31VNCmwspR7nVJ6kruUuJt,Sơn Tùng M-TP,Đừng Làm Trái Tim Anh Đau,Umusic Vietnam Co. Ltd. Distributed Labels,1,99,99,255999,2026-04-30,FALSE,7,Pop
93,spotify:track:2w7jOvl0kpplNxisgfnCdT,"Đức Trường, BMZ",Nếu Biết Đó Là Lần Cuối,BMZ,47,80,34,254571,2026-04-30,FALSE,-13,Ballad
94,spotify:track:5ouxRyInSdRBQubu3KTd97,"tlinh, 2Pillz",nếu lúc đó,M Music Records,1,77,165,252588,2026-04-30,FALSE,-17,R&B/Soul
95,spotify:track:42i1d7gos5WvqZIFWCfE7E,Ngô Lan Hương,"Có công mài ""Sắc""",Ngô Lan Hương Exclusive,85,85,3,248104,2026-04-30,FALSE,-10,Pop
96,spotify:track:27F22WcGDyl4Z2KylVJkXL,buitruonglinh,Đường Tôi Chở Em Về,Universal Music Indochina Distributed Labels,14,112,183,246190,2026-04-30,FALSE,16,Indie/Alternative
97,spotify:track:3P3rcI48wwVEgxF5vPM6pG,Sơn Tùng M-TP,Buông Đôi Tay Nhau Ra,Umusic Vietnam Co. Ltd. Distributed Labels,7,88,146,245681,2026-04-30,FALSE,-9,Ballad
98,spotify:track:6jcLKVmEKAQIXIVHJZ8vzS,"MONSTAR, GREY D, NICKY, VƯƠNG BÌNH",tình yêu chậm trễ,Yin Yang Media,46,75,176,245612,2026-04-30,FALSE,-23,R&B/Soul
99,spotify:track:4qJSUFwZFouto5VZUlln75,"tlinh, Trung Trần",Thích Quá Rùi Nà,Universal Music Indochina Distributed Labels,34,109,293,243836,2026-04-30,FALSE,10,R&B/Soul
100,spotify:track:2pBZoglJzsRk4UeVey8n0k,Việt Anh,Ngày Này Năm Ấy,338ENT,17,83,38,242390,2026-04-30,FALSE,-17,Ballad
101,spotify:track:43zzuEWDotRcKlSFzrlJqs,Đạt G,Thêm Bao Nhiêu Lâu,12 trái lê,97,97,51,242265,2026-04-30,FALSE,-4,Ballad
102,spotify:track:0JKEP4dB1riE6l7Kq5kJm1,Chillies,Em Đừng Khóc,WM Vietnam,3,100,64,240476,2026-04-30,FALSE,-2,Indie/Alternative
103,spotify:track:1UQNU5O9VttUgO16pxUnjw,"Obito, Shiki, RPT MCK",Đánh Đổi,12 trái lê,7,103,134,239330,2026-04-30,FALSE,0,Rap/Hip-hop
104,spotify:track:1J12HjUuXfJnaUdubTEzSR,HIEUTHUHAI,Nghe Như Tình Yêu,M Music Records,35,110,241,237027,2026-04-30,FALSE,6,R&B/Soul
105,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,71,108,235944,2026-04-30,FALSE,-34,EDM/Dance
106,spotify:track:6E3P4uOfKHYXJLK6Q3s0Tj,"JustaTee, Binz",Cơn Mưa Cuối,NGUYEN THANH TUAN,86,95,26,233626,2026-04-30,FALSE,-11,Rap/Hip-hop
107,spotify:track:7q1qYSyRkGT4ZaCc2ZQihP,"Hoàng Tôn, Koo",Em Còn Nhớ Anh Không - Remastered,Hoàng Tôn,69,120,55,232851,2026-04-30,FALSE,13,Ballad
108,spotify:track:22zBIXKmSoEtushsWPJZOH,HIEUTHUHAI,Nước Mắt Cá Sấu,M Music Records,3,-1,37,232849,2026-04-30,TRUE,NaN,Rap/Hip-hop
109,spotify:track:5KzRocC5BSxcmR73kP4N1V,HIEUTHUHAI,Đâu Có Ai Nhìn,M Music Records,109,-1,1,231489,2026-04-30,TRUE,NaN,R&B/Soul
110,spotify:track:0KA8tBqZ81mBe2po59GK5j,Đỗ Hoàng Long,Trạng Thái Mộng Mơ,Umusic Vietnam Co. Ltd. Distributed Labels,92,93,10,228975,2026-04-30,FALSE,-17,Indie/Alternative
111,spotify:track:6D94p9ASguBcYlDC0o56vx,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,125,133,228791,2026-04-30,FALSE,14,Rap/Hip-hop
112,spotify:track:2o4dDfLK6NVI7TjBm5VoMv,"Lou Hoàng, Miu Lê",Yêu Một Người Có Lẽ,Onlyc Entertainment,33,130,219,228314,2026-04-30,FALSE,18,Pop
113,spotify:track:2rKkfc4VZ74FQDc1FF1Zo6,BTS,Body to Body,BIGHIT MUSIC,5,102,6,227822,2026-04-30,FALSE,-11,Pop
114,spotify:track:3rAcN3CLeSrkhIZN8PHbwb,CORTIS,What You Want,Republic Records – CORTIS,114,-1,1,224976,2026-04-30,TRUE,NaN,Pop
115,spotify:track:1J3SmWwlYAG68LGKr86MVH,Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,Umusic Vietnam Co. Ltd. Distributed Labels,1,140,280,224768,2026-04-30,FALSE,25,Pop
116,spotify:track:1i5SZL7Ngz0sYFaKmwieyw,"Quang Hùng MasterD, Low G, Hino",Chất Gây Hại,M Music Records,16,105,19,224486,2026-04-30,FALSE,-11,Rap/Hip-hop
117,spotify:track:4CVxKSRLUxqUuj2z9vn4fS,SOOBIN,Xin Đừng Lặng Im,"HONG AN ENTERTAIMENT,.JSC",37,94,49,223607,2026-04-30,FALSE,-23,Ballad
118,spotify:track:4Iz5EWPCAT8jYNk4IpLoll,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,126,266,221194,2026-04-30,FALSE,8,Indie/Alternative
119,spotify:track:7dlgEjrK3lHbP786dshKDV,"ANH TRAI ""SAY HI"", B Ray, AMEE",CHỜ ANH VỀ,Universal Music Indochina Distributed Labels,2,92,21,218526,2026-04-30,FALSE,-27,Rap/Hip-hop
120,spotify:track:66v7AvDs5gZfmkJgFMMtHL,"Công Dương, Nguyễn Lâm Thảo Tâm, 30 Pictures",A Little Dream Of Me,+84 Vietnam New Wave,22,119,8,218200,2026-04-30,FALSE,-1,Khác
121,spotify:track:5PGh9MyKry8slG5AfvD1eD,"Obito, Shiki, VSTRA",Hà Nội,12 trái lê,10,106,134,218152,2026-04-30,FALSE,-15,Rap/Hip-hop
122,spotify:track:317Lh6QCAz9JpWbV3oxrCf,"Phùng Khánh Linh, Thành Luke",EM ĐAU,BLACK SWAN LABEL LLC.,62,114,16,217445,2026-04-30,FALSE,-8,Ballad
123,spotify:track:51bYFYWODfYOZU0rwvjiCc,"Binz, Đen",Cho Mình Em,Spacespeakers,32,117,127,217200,2026-04-30,FALSE,-6,Rap/Hip-hop
124,spotify:track:0oL2jCTf9P9a7flY5mCpYu,"Wxrdie, JustaTee",Trở Về,Universal Music Indochina Distributed Labels,54,149,61,217112,2026-04-30,FALSE,25,Rap/Hip-hop
125,spotify:track:2GE2p2dFpxp7OIz2QOFBzW,"ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)",Anh Trai Say Hi,5,122,79,216527,2026-04-30,FALSE,-3,Rap/Hip-hop
126,spotify:track:4fj4Jn4nw8fGX8xdbCntJf,"CoolKid, RHYDER",Sau Cơn Mưa,MaiDao Music,8,136,139,216200,2026-04-30,FALSE,10,Rap/Hip-hop
127,spotify:track:7fCeYpR02Q8JVuD88hJZVT,"Da LAB, Minh Tốc & Lam",Bầu Trời Mới,Universal Music Indochina Distributed Labels,8,150,82,215390,2026-04-30,FALSE,23,Indie/Alternative
128,spotify:track:5u5AsK8JLgkr154QHZjJqh,"ANH TRAI ""SAY HI"", VCT, Karik, Negav, Ngô Kiến Huy, Jey B",NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,Universal Music Indochina Distributed Labels,3,111,31,215232,2026-04-30,FALSE,-17,Rap/Hip-hop
129,spotify:track:6T17ZI0glfM2IGLdUwtnLK,CORTIS,JoyRide,Republic Records – CORTIS,129,-1,1,213331,2026-04-30,TRUE,NaN,Pop
130,spotify:track:5tmA5oQDF0ULqRI12LKCDw,JayKii,Chiều Hôm Ấy,The First Management,95,121,27,212834,2026-04-30,FALSE,-9,Ballad
131,spotify:track:3b34161QoxLwsqhWSPy9i5,Da LAB,Thanh Xuân,Sony Music Entertainment,1,116,398,212504,2026-04-30,FALSE,-15,Indie/Alternative
132,spotify:track:0SmQ0UWeiHKQtxUej4Rem6,SOOBIN,Tháng Năm,Spacespeakers,6,101,180,212263,2026-04-30,FALSE,-31,Pop
133,spotify:track:1LJyhnPdYGRLerwJd8CmL1,"Vũ., Dear Jane",Những Lời Hứa Bỏ Quên,WM Vietnam,1,108,124,211146,2026-04-30,FALSE,-25,Indie/Alternative
134,spotify:track:6TGwaBlfUGVoeZMBLzvXGP,"Dangrangto, DONAL",thế giới của anh,Higher Dimension,50,146,13,208323,2026-04-30,FALSE,12,Indie/Alternative
135,spotify:track:0pavLg3wbL6PVXAgXoWv4S,"24k.Right, Ngắn, Hipz",Một Nửa Sự Thật,Universal Music Indochina,119,195,4,206374,2026-04-30,FALSE,60,R&B/Soul
136,spotify:track:5UUNrCgGtC6JOrATM3y3ZT,HIEUTHUHAI,Sắp Nổi Tiếng 2,M Music Records,136,-1,1,206348,2026-04-30,TRUE,NaN,Rap/Hip-hop
137,spotify:track:5C3fx9rdM4Bxf1MSOQC4Ym,"Low G, Thắng",An Thần,M Music Records,2,137,236,206276,2026-04-30,FALSE,0,Rap/Hip-hop
138,spotify:track:12DNdwLD9oZOPADqM10oyE,"Fishy, Trí Dũng",Forget Me Now,LOOPS Music,131,159,39,205500,2026-04-30,FALSE,21,R&B/Soul
139,spotify:track:4ZbHPwPlbR7ia3OXfto6ZZ,HIEUTHUHAI,Đâu Cần Gì Hơn,M Music Records,139,-1,1,204505,2026-04-30,TRUE,NaN,Rap/Hip-hop
140,spotify:track:5Bti0azlFhMattVY76qFr9,Vũ.,Lạ Lùng,WM Vietnam,17,107,421,204109,2026-04-30,FALSE,-33,Indie/Alternative
141,spotify:track:4TyQKEifYDWTfTSRwpxlYI,Quân A.P,Bông Hoa Đẹp Nhất,Great Entertainment,32,128,122,201636,2026-04-30,FALSE,-13,Ballad
142,spotify:track:22GCbN9OyrCa1tC1jZnX8O,"Thắng, Hà Lê",Gội Đầu,Thắng,27,91,4,200362,2026-04-30,FALSE,-51,Indie/Alternative
143,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,Sorry,RBMG/Def Jam,84,84,4,199551,2026-04-30,FALSE,-59,EDM/Dance
144,spotify:track:5VGOYjxkEaf19LoRPIolD2,"The Wind, Dangrangto",Anh Muốn Nhìn Thấy Em,M Music Records,77,188,72,199074,2026-04-30,FALSE,44,Indie/Alternative
145,spotify:track:25NLn8W1JxuVrXQTVrDA4c,"Dfoxie37, myhoa, Tuann",hello em có khỏe không,Universal Music Indochina Distributed Labels,15,133,22,199063,2026-04-30,FALSE,-12,Pop
146,spotify:track:7HoAJ6Hc1P91eoOrn1WY5d,"Đức Trường, BMZ, Kun",Đáng Lý Ra Phải Là Anh,BMZ,90,134,20,197523,2026-04-30,FALSE,-12,Ballad
147,spotify:track:3gLRyMbg5nWLcuKD46Uz72,Phương Ly,Anh Là Ai,PHUONG LY,109,132,31,197276,2026-04-30,FALSE,-15,Pop
148,spotify:track:4D1eaEIisnWCVPMnYuMh7q,白浩贤BlueC,漫步香港1999,腾讯音乐人,13,131,11,196997,2026-04-30,FALSE,-17,Indie/Alternative
149,spotify:track:29Tj2R8sZZ3fzlXZVe1OyY,"Dương Domic, Lou Hoàng",Pin Dự Phòng,DAO Entertainment,13,144,43,194981,2026-04-30,FALSE,-5,R&B/Soul
150,spotify:track:0eAuGrXyGFYwur9ARUe7LJ,Malcolm Todd,Earrings,Columbia,150,-1,1,194490,2026-04-30,TRUE,NaN,R&B/Soul
151,spotify:track:4N99EuIjwSSFFFMDfTeOLU,"buitruonglinh, Vũ Phụng Tiên",Em Không Khóc (feat. Vũ Phụng Tiên),Yin Yang Media,62,170,182,194414,2026-04-30,FALSE,19,Indie/Alternative
152,spotify:track:5U30iZBlmxkpHqzb1OSnBS,Rhymastic,Yêu 5,WM Vietnam,77,123,221,194255,2026-04-30,FALSE,-29,R&B/Soul
153,spotify:track:170CNv2CAZn8wg6GxvHXYC,"B Ray, AMEE",Ex's Hate Me,B Ray,129,161,26,194067,2026-04-30,FALSE,8,Rap/Hip-hop
154,spotify:track:1GJ3suxtUVaguVQRemw6Zp,Andiez,Suýt Nữa Thì...,MaiDao Music,74,155,164,193498,2026-04-30,FALSE,1,Ballad
155,spotify:track:4vfhartd7HDWGJbdVIycEu,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,Umusic Vietnam Co. Ltd. Distributed Labels,1,172,262,192808,2026-04-30,FALSE,17,Pop
156,spotify:track:3bmpXHVie1GTy37OkXJ7Vc,BTS,2.0,BIGHIT MUSIC,11,162,6,191748,2026-04-30,FALSE,6,Rap/Hip-hop
157,spotify:track:3COYA2vgfcUhDyRlVpZy5p,"tlinh, Low G",PHÓNG ZÌN ZÌN,M Music Records,4,148,84,191096,2026-04-30,FALSE,-9,Rap/Hip-hop
158,spotify:track:7J9l9ebYB3IEs5ea5J1M7a,"Da LAB, Tóc Tiên",Nước Mắt Em Lau Bằng Tình Yêu Mới,MUNIZ MUSIC COMPANY LIMITED,107,118,114,191008,2026-04-30,FALSE,-40,Pop
159,spotify:track:65st6HfPZyxq1RNTvqSIos,"Wren Evans, itsnk",Thu Đợi,Universal Music Indochina Distributed Labels,6,154,18,190182,2026-04-30,FALSE,-5,R&B/Soul
160,spotify:track:50kpGaPAhYJ3sGmk6vplg0,Justin Bieber,Love Yourself,RBMG/Def Jam,79,86,126,189520,2026-04-30,FALSE,-74,Pop
161,spotify:track:53zusvCJkyGYjEZ6bnLIjh,Hà Anh Tuấn,Tháng Tư Là Lời Nói Dối Của Em,Yin Yang Media,49,124,59,189160,2026-04-30,FALSE,-37,Ballad
162,spotify:track:20dAJsyno9ZoBLJtqgQnUI,BTS,Hooligan,BIGHIT MUSIC,8,165,6,188501,2026-04-30,FALSE,3,Pop
163,spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,Atlantic Records,38,141,13,188467,2026-04-30,FALSE,-22,Pop
164,spotify:track:0669gFIK8dYK9GGQ0K0QNF,Dương Domic,Tràn Bộ Nhớ,DAO Entertainment,7,151,75,187297,2026-04-30,FALSE,-13,R&B/Soul
165,spotify:track:2uxjHthUJd2A8PmWaUGGsI,"Hoàng Dũng, Hoàng Rob",Chờ Anh Nhé,Lirico Entertainment,99,156,46,187215,2026-04-30,FALSE,-9,Indie/Alternative
166,spotify:track:2FnXZhpEKgIab8vI6t2C7e,"Shiki, Tyronee",Perfect,12 trái lê,74,127,55,186857,2026-04-30,FALSE,-39,Rap/Hip-hop
167,spotify:track:3f0OEJd7mlPNhmH3fUOrqy,CORTIS,"Mention Me - From The Movie ""GOAT""",Mercury Records,63,-1,3,186019,2026-04-30,TRUE,NaN,Khác
168,spotify:track:4Jjz6vzbNUU6naUSzQUFf7,HIEUTHUHAI,Interlude Nước Mắt Cá Sấu,M Music Records,168,-1,1,185559,2026-04-30,TRUE,NaN,Rap/Hip-hop
169,spotify:track:3y66li7DIrH7HLKIZzxR5H,Kai Đinh,Lễ Đường,Yin Yang Media,3,157,59,185238,2026-04-30,FALSE,-12,Ballad
170,spotify:track:7yxogpPUBn4wVEKBgI5c7U,Lil Zpoet,Yêu Từ Đâu Mà Ra,MaiDao Music,143,153,29,184993,2026-04-30,FALSE,-17,Pop
171,spotify:track:55K3e7BGewGDUJ4ZQwkh7M,Only C,Người Đáng Thương Là Anh,OnlyC Production,165,183,15,184751,2026-04-30,FALSE,12,Ballad
172,spotify:track:54UNNgtE3zzERwTuWSQLqd,"MONSTAR, GREY D, VƯƠNG BÌNH",có hẹn với thanh xuân,Yin Yang Media,5,174,172,184518,2026-04-30,FALSE,2,R&B/Soul
173,spotify:track:498g7npirihKT5MPdVSfb0,Hoàng Dũng,Phonecert,"CAM, LIRICO",137,190,19,184504,2026-04-30,FALSE,17,R&B/Soul
174,spotify:track:5prZw3OHd2UhAq0VBKpqUM,GREY D,mới hôm qua,Umusic Vietnam Co. Ltd. Distributed Labels,34,115,5,184423,2026-04-30,FALSE,-59,R&B/Soul
175,spotify:track:1Ipu7wzbc2qM7muqszyiZD,"Solmee, Dyteller, hoangkiet",Tâm sự,Umusic Vietnam Co. Ltd. Distributed Labels,143,160,5,184106,2026-04-30,FALSE,-15,R&B/Soul
176,spotify:track:5cF0dROlMOK5uNZtivgu50,Charlie Puth,Attention,Artist Partner,21,139,199,183295,2026-04-30,FALSE,-37,R&B/Soul
177,spotify:track:55Eo6NDkVhSRBonrT16kXM,"Cloud 5, Dangrangto",Đến Đây Bên Anh,Yin Yang Media,66,171,56,182929,2026-04-30,FALSE,-6,Indie/Alternative
178,spotify:track:33S16Xa5cZmLPhn6eZI4Nm,"52Hz, RIO, WEAN",ĐỢI (feat. WEAN) - SPECIAL VERSION,DAO Entertainment,58,175,92,182141,2026-04-30,FALSE,-3,R&B/Soul
